person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,total_debt,home_MORTGAGE,home_OTHER,home_OWN,home_RENT,intent_DEBTCONSOLIDATION,intent_EDUCATION,intent_HOMEIMPROVEMENT,intent_MEDICAL,intent_PERSONAL,intent_VENTURE,free_cash_flow,net_income_after_total_debt,risk_emp_debt,adjusted_loan_to_income
23,80000,7,1,22000,10.65,0,0.28,0,2,36,0.275,5067.481057,0.338343513,27067.48106,1,0,0,0,0,0,0,0,0,1,57600,52932.51896,0.035,0.024358282
23,80000,5,0,2000,7.9,0,0.03,0,4,24,0.025,14124.18706,0.201552338,16124.18706,1,0,0,0,0,0,0,0,0,1,77600,63875.81296,0.005,0.002214389
24,80000,4,2,2000,15.27,0,0.03,1,3,36,0.025,8121.393516,0.126517419,10121.39352,1,0,0,0,0,0,0,0,1,0,77600,69878.60648,0.006,0.002214389
25,20000,1,0,12000,8.07,1,0.6,0,4,24,0.6,5949.821105,0.897491055,17949.82111,0,0,0,1,0,0,0,0,0,1,8000,2050.1789,0.3,0.060584412
22,80000,6,1,35000,10.99,0,0.44,0,2,36,0.4375,20571.88629,0.694648579,55571.88629,1,0,0,0,0,1,0,0,0,0,44800,24428.11368,0.062857143,0.038751813
25,80000,5,0,12000,5.99,0,0.15,0,2,24,0.15,8727.697618,0.25909622,20727.69762,1,0,0,0,0,0,0,0,0,1,68000,59272.3024,0.025,0.013286336
24,80000,5,2,2200,13.49,0,0.03,0,4,24,0.0275,22965.64395,0.314570549,25165.64395,0,0,1,0,0,1,0,0,0,0,77600,54834.35608,0.005,0.002435828
23,74000,5,3,25975,15.31,1,0.35,0,2,36,0.351013514,8766.6175,0.469481318,34741.6175,1,0,0,0,1,0,0,0,0,0,48100,39258.38247,0.058333333,0.031307413
22,24000,0,2,12000,14.79,1,0.5,0,2,24,0.5,5784.917115,0.741038213,17784.91711,0,0,0,1,0,0,0,0,1,0,12000,6215.082888,0.5,0.0495744
24,24000,3,1,12000,10.36,1,0.5,0,4,60,0.5,3531.48788,0.647145328,15531.48788,0,0,0,1,0,0,0,0,1,0,12000,8468.512128,0.125,0.0495744
25,24000,1,3,12000,12.17,1,0.5,1,4,36,0.5,3481.345168,0.645056049,15481.34517,0,0,0,1,1,0,0,0,0,0,12000,8518.654824,0.25,0.0495744
24,80000,2,0,5000,6.99,0,0.06,0,4,36,0.0625,6141.840001,0.139273,11141.84,1,0,0,0,0,0,1,0,0,0,75200,68858.16,0.02,0.005535973
22,24996,4,1,12000,9.63,1,0.48,0,3,60,0.480076812,5515.627785,0.700737229,17515.62778,0,0,0,1,0,0,0,0,1,0,12997.92,7480.372224,0.096,0.047407918
23,80000,7,1,10000,10.99,0,0.13,0,2,36,0.125,16797.72725,0.334971591,26797.72725,1,0,0,0,0,1,0,0,0,0,69600,53202.27272,0.01625,0.011071947
24,26000,5,0,12000,7.9,1,0.46,0,2,60,0.461538462,2402.934911,0.553959035,14402.93491,0,0,0,1,0,0,0,1,0,0,14040,11597.06509,0.076666667,0.045400693
25,26000,5,1,12000,11.99,1,0.46,0,3,60,0.461538462,2974.174548,0.57592979,14974.17455,0,0,0,1,0,0,0,1,0,0,14040,11025.82546,0.076666667,0.045400693
25,80000,9,3,14000,15.62,0,0.17,1,4,60,0.175,12450.37654,0.330629707,26450.37654,1,0,0,0,0,0,0,0,0,1,66400,53549.62344,0.017,0.015500725
24,26000,5,2,12000,14.26,1,0.46,0,3,36,0.461538462,4399.369727,0.630744989,16399.36973,0,0,0,1,0,0,0,0,0,1,14040,9600.630286,0.076666667,0.045400693
24,80000,8,0,5550,8.49,0,0.07,0,2,36,0.069375,7677.238164,0.165340477,13227.23816,1,0,0,0,0,0,1,0,0,0,74400,66772.76184,0.007777778,0.00614493
21,80000,5,0,12000,5.99,0,0.15,0,2,60,0.15,6568.163171,0.23210204,18568.16317,1,0,0,0,0,1,0,0,0,0,68000,61431.8368,0.025,0.013286336
24,80000,2,1,2500,11.49,0,0.03,0,2,36,0.03125,9490.284009,0.14987855,11990.28401,1,0,0,0,0,0,0,1,0,0,77600,68009.716,0.01,0.002767987
23,28000,2,2,12000,14.27,1,0.43,1,4,24,0.428571429,1541.703357,0.483632263,13541.70336,0,0,0,1,0,1,0,0,0,0,15960,14458.29664,0.143333333,0.041852697
24,80000,4,0,3000,6.99,0,0.04,0,2,36,0.0375,17240.86389,0.253010799,20240.86389,1,0,0,0,0,0,0,0,0,1,76800,59759.13608,0.008,0.003321584
22,80000,6,1,16000,11.99,0,0.2,0,3,24,0.2,21677.78735,0.470972342,37677.78735,1,0,0,0,0,1,0,0,0,0,64000,42322.21264,0.028571429,0.017715114
24,29000,0,3,12000,15.05,1,0.41,1,2,24,0.413793103,5790.254473,0.613457051,17790.25447,0,0,0,1,0,0,0,1,0,0,17110,11209.74552,0.41,0.040271499
23,80000,6,0,9000,7.49,0,0.11,0,4,60,0.1125,14723.50264,0.296543783,23723.50264,1,0,0,0,0,1,0,0,0,0,71200,56276.49736,0.015714286,0.009964752
23,80000,4,1,8000,10.99,0,0.1,0,3,36,0.1,19423.4856,0.34279357,27423.4856,1,0,0,0,0,0,0,1,0,0,72000,52576.5144,0.02,0.008857557
24,29435,8,0,12000,7.66,1,0.41,0,3,24,0.407677934,6012.336731,0.611936019,18012.33673,0,0,0,1,0,0,0,0,0,1,17366.65,11422.66328,0.045555556,0.039618948
26,80000,5,0,5000,7.49,0,0.06,0,3,60,0.0625,5161.509986,0.127018875,10161.50999,1,0,0,0,0,0,0,1,0,0,75200,69838.49,0.01,0.005535973
25,80000,0,1,15500,10.99,0,0.19,0,3,12,0.19375,18996.57894,0.431207237,34496.57894,1,0,0,0,0,0,0,1,0,0,64800,45503.42104,0.19,0.017161517
22,30000,1,1,12000,10.99,1,0.4,0,3,60,0.4,3265.784354,0.508859478,15265.78435,0,0,0,1,0,1,0,0,0,0,18000,14734.21566,0.2,0.0388011
24,80000,8,3,5000,15.62,0,0.06,1,2,60,0.0625,8581.930712,0.169774134,13581.93071,1,0,0,0,0,0,0,0,0,1,75200,66418.06928,0.006666667,0.005535973
21,30000,5,0,12000,5.79,1,0.4,0,3,36,0.4,3764.120001,0.525470667,15764.12,0,0,0,1,0,0,0,0,0,1,18000,14235.87999,0.066666667,0.0388011
24,30000,0,0,12000,6.91,1,0.4,0,3,12,0.4,8787.298642,0.692909955,20787.29864,0,0,0,1,0,1,0,0,0,0,18000,9212.70135,0.4,0.0388011
23,80000,4,0,3000,5.99,0,0.04,0,3,60,0.0375,16523.99835,0.244049979,19523.99835,1,0,0,0,0,0,0,0,1,0,76800,60476.00168,0.008,0.003321584
25,80000,9,1,2700,10.59,0,0.03,0,4,24,0.03375,21569.1015,0.303363769,24269.1015,0,0,1,0,0,0,0,0,1,0,77600,55730.89848,0.003,0.002989426
24,80000,8,0,12000,7.49,0,0.15,0,3,36,0.15,7950.231055,0.249377888,19950.23105,0,0,1,0,0,0,0,0,0,1,68000,60049.76896,0.016666667,0.013286336
23,80000,7,2,4000,15.23,0,0.05,0,3,36,0.05,7154.246545,0.139428082,11154.24655,1,0,0,0,0,0,0,0,0,1,76000,68845.75344,0.00625,0.004428779
22,30000,2,2,12000,13.72,1,0.4,0,2,36,0.4,6408.824357,0.613627479,18408.82436,0,0,0,1,0,1,0,0,0,0,18000,11591.17563,0.133333333,0.0388011
23,80000,3,0,5500,5.42,0,0.07,0,2,36,0.06875,20568.87511,0.325860939,26068.87511,1,0,0,0,0,0,0,0,0,1,74400,53931.12488,0.0175,0.006089571
22,30000,2,3,12000,14.46,1,0.4,0,2,36,0.4,5898.338646,0.596611288,17898.33865,0,0,0,1,0,0,0,0,0,1,18000,12101.66136,0.133333333,0.0388011
24,80000,8,2,12000,13.99,0,0.15,1,3,24,0.15,5344.139698,0.216801746,17344.1397,1,0,0,0,0,0,0,0,0,1,68000,62655.86032,0.016666667,0.013286336
22,30000,4,1,12000,10.62,1,0.4,0,3,36,0.4,2388.907274,0.479630242,14388.90727,0,0,0,1,0,1,0,0,0,0,18000,15611.09274,0.08,0.0388011
24,80000,8,0,9000,7.49,0,0.11,0,4,12,0.1125,16748.30948,0.321853868,25748.30948,1,0,0,0,0,0,0,1,0,0,71200,54251.69056,0.012222222,0.009964752
23,80000,7,0,4000,5.99,0,0.05,0,4,36,0.05,12536.09277,0.20670116,16536.09277,0,0,1,0,0,0,0,0,0,1,76000,63463.9072,0.00625,0.004428779
24,30000,0,1,12000,11.48,1,0.4,0,3,60,0.4,2357.556368,0.478585212,14357.55637,0,0,0,1,0,0,0,0,1,0,18000,15642.44364,0.4,0.0388011
25,30000,0,1,12000,11.48,1,0.4,0,4,36,0.4,2419.946124,0.480664871,14419.94612,0,0,0,1,0,0,0,0,0,1,18000,15580.05387,0.4,0.0388011
22,30000,0,0,12000,9.32,1,0.4,0,3,60,0.4,3521.806235,0.517393541,15521.80624,0,0,0,1,0,0,0,1,0,0,18000,14478.19377,0.4,0.0388011
22,80000,4,1,4800,10.99,0,0.06,0,4,36,0.06,10616.65053,0.192708132,15416.65053,0,0,1,0,0,1,0,0,0,0,75200,64583.34944,0.012,0.005314534
25,80000,2,0,10000,7.49,0,0.13,0,4,36,0.125,20981.32462,0.387266558,30981.32462,1,0,0,0,0,0,0,0,0,1,69600,49018.67536,0.043333333,0.011071947
23,80000,3,0,6000,5.99,0,0.07,0,4,36,0.075,8898.958721,0.186236984,14898.95872,1,0,0,0,0,1,0,0,0,0,74400,65101.04128,0.0175,0.006643168
26,80000,10,1,10800,11.99,0,0.14,0,3,36,0.135,11503.39046,0.278792381,22303.39046,1,0,0,0,1,0,0,0,0,0,68800,57696.60952,0.012727273,0.011957702
21,80000,5,2,5000,12.99,0,0.06,0,2,60,0.0625,20710.86742,0.321385843,25710.86742,1,0,0,0,0,1,0,0,0,0,75200,54289.13256,0.01,0.005535973
22,31000,0,1,12000,10.25,1,0.39,0,4,12,0.387096774,6957.060067,0.611518067,18957.06007,0,0,0,1,1,0,0,0,0,0,18910,12042.93992,0.39,0.037430401
25,80000,3,3,20000,15.62,0,0.25,1,3,60,0.25,22199.93506,0.527499188,42199.93506,1,0,0,0,0,1,0,0,0,0,60000,37800.06496,0.0625,0.022143893
24,74000,8,6,35000,20.11,1,0.47,0,3,60,0.472972973,15505.51599,0.682506973,50505.51599,0,0,1,0,1,0,0,0,0,0,39220,23494.484,0.052222222,0.042185157
25,80000,9,0,10250,5.42,0,0.13,0,4,36,0.128125,13753.62318,0.30004529,24003.62318,1,0,0,0,1,0,0,0,0,0,69600,55996.3768,0.013,0.011348745
22,31200,6,1,12000,10.39,1,0.38,0,2,60,0.384615385,8968.362585,0.672062903,20968.36259,0,0,0,1,0,1,0,0,0,0,19344,10231.63743,0.054285714,0.037167351
22,31800,4,0,12000,5.42,1,0.38,0,2,24,0.377358491,4509.430741,0.519164489,16509.43074,0,0,0,1,1,0,0,0,0,0,19716,15290.56925,0.076,0.036399082
22,80000,7,1,1500,10.37,0,0.02,0,2,24,0.01875,21129.73295,0.282871662,22629.73295,1,0,0,0,0,1,0,0,0,0,78400,57370.26704,0.0025,0.001660792
26,74000,1,1,24000,10.74,1,0.32,0,3,36,0.324324324,18506.85446,0.574416952,42506.85446,1,0,0,0,0,1,0,0,0,0,50320,31493.14555,0.16,0.028926965
24,32000,4,0,12000,7.51,1,0.38,0,2,36,0.375,2729.556966,0.460298655,14729.55697,0,0,0,1,0,0,0,1,0,0,19840,17270.44304,0.076,0.036149727
22,74000,0,6,19000,20.48,1,0.26,1,2,60,0.256756757,13147.60767,0.434427131,32147.60767,1,0,0,0,0,0,0,0,0,1,54760,41852.39231,0.26,0.022900514
23,74000,7,1,2100,10.99,1,0.03,0,4,36,0.028378378,16698.91783,0.25403943,18798.91783,1,0,0,0,0,0,0,0,1,0,71780,55201.08218,0.00375,0.002531109
23,80000,7,0,4800,7.29,0,0.06,0,4,36,0.06,5861.979179,0.13327474,10661.97918,1,0,0,0,0,0,0,0,0,1,75200,69338.0208,0.0075,0.005314534
24,32000,1,0,12000,7.29,1,0.38,0,2,24,0.375,4806.55308,0.525204784,16806.55308,0,0,0,1,0,0,0,1,0,0,19840,15193.44691,0.19,0.036149727
22,80000,4,0,7250,7.49,0,0.09,0,3,12,0.090625,14937.30819,0.277341352,22187.30819,1,0,0,0,0,0,0,0,1,0,72800,57812.69184,0.018,0.008027161
24,32000,5,2,12000,13.85,1,0.38,0,3,60,0.375,9246.851204,0.6639641,21246.8512,0,0,0,1,0,1,0,0,0,0,19840,10753.1488,0.063333333,0.036149727
26,74000,0,4,16800,16.4,1,0.23,1,4,24,0.227027027,16272.35444,0.446923709,33072.35444,1,0,0,0,1,0,0,0,0,0,56980,40927.64553,0.23,0.020248875
24,32000,8,2,12000,12.87,1,0.38,1,2,60,0.375,2818.99212,0.463093504,14818.99212,0,0,0,1,1,0,0,0,0,0,19840,17181.00787,0.042222222,0.036149727
26,32000,6,0,12000,8.94,1,0.38,0,3,36,0.375,2621.753541,0.456929798,14621.75354,0,0,0,1,0,0,0,1,0,0,19840,17378.24646,0.054285714,0.036149727
21,32000,0,1,12000,10.99,1,0.38,0,4,24,0.375,9064.518291,0.658266197,21064.51829,0,0,0,1,0,0,0,0,1,0,19840,10935.4817,0.38,0.036149727
25,80000,5,2,14625,12.68,0,0.18,1,4,24,0.1828125,8316.897151,0.286773714,22941.89715,1,0,0,0,0,0,1,0,0,0,65600,57058.10288,0.03,0.016192722
22,32500,0,1,12000,11.49,1,0.37,0,2,24,0.369230769,9072.005243,0.648369392,21072.00524,0,0,0,1,0,0,0,1,0,0,20475,11427.99476,0.37,0.03554046
23,33000,8,0,12000,8.49,1,0.36,0,3,24,0.363636364,5334.021789,0.525273388,17334.02179,0,0,0,1,1,0,0,0,0,0,21120,15665.9782,0.04,0.034950607
25,80000,9,1,12000,10,0,0.15,0,4,60,0.15,8776.589453,0.259707368,20776.58945,1,0,0,0,0,0,1,0,0,0,68000,59223.41056,0.015,0.013286336
22,33504,3,2,12000,13.98,1,0.36,1,3,60,0.358166189,6396.690574,0.54908938,18396.69057,0,0,0,1,0,0,0,0,1,0,21442.56,15107.30941,0.09,0.034374769
24,80000,8,3,25000,14.46,0,0.31,1,2,36,0.3125,5983.170083,0.387289626,30983.17008,1,0,0,0,0,0,0,0,1,0,55200,49016.82992,0.034444444,0.027679866
23,33504,5,2,12000,13.11,1,0.36,1,4,60,0.358166189,4616.57033,0.495957806,16616.57033,0,0,0,1,0,0,0,0,0,1,21442.56,16887.42967,0.06,0.034374769
22,33600,5,1,12000,9.91,1,0.36,0,4,12,0.357142857,7039.816138,0.566661195,19039.81614,0,0,0,1,0,0,0,0,1,0,21504,14560.18385,0.06,0.034267146
21,33600,2,1,12000,11.12,1,0.36,0,3,60,0.357142857,9458.00065,0.638630972,21458.00065,0,0,0,1,0,0,0,1,0,0,21504,12141.99934,0.12,0.034267146
26,80000,0,0,6300,5.79,0,0.08,0,4,60,0.07875,6665.716896,0.162071461,12965.7169,1,0,0,0,0,1,0,0,0,0,73600,67034.28312,0.08,0.006975326
24,34000,8,1,12000,11.71,1,0.35,0,4,24,0.352941176,7536.831218,0.574612683,19536.83122,0,0,0,1,0,0,0,1,0,0,22100,14463.16878,0.038888889,0.033825596
24,80000,2,0,20000,6.54,0,0.25,0,4,36,0.25,17975.73322,0.474696665,37975.73322,1,0,0,0,0,0,0,0,1,0,60000,42024.2668,0.083333333,0.022143893
23,80000,7,1,9000,9.62,0,0.11,0,2,36,0.1125,7317.831703,0.203972896,16317.8317,0,0,1,0,0,0,0,0,1,0,71200,63682.16832,0.01375,0.009964752
25,80000,9,0,13000,6.54,0,0.16,0,3,60,0.1625,5398.296202,0.229978703,18398.2962,1,0,0,0,1,0,0,0,0,0,67200,61601.70376,0.016,0.01439353
26,34000,2,3,12000,14.96,1,0.35,0,3,36,0.352941176,2069.886338,0.413820186,14069.88634,0,0,0,1,0,0,0,0,1,0,22100,19930.11368,0.116666667,0.033825596
24,80000,0,0,16000,6.17,0,0.2,0,4,12,0.2,18507.68037,0.431346005,34507.68037,0,0,1,0,0,1,0,0,0,0,64000,45492.3196,0.2,0.017715114
25,80000,0,0,12000,6.91,0,0.15,0,2,12,0.15,6505.965701,0.231324571,18505.9657,1,0,0,0,0,0,0,0,0,1,68000,61494.03432,0.15,0.013286336
26,80000,3,0,18000,5.79,0,0.23,0,4,12,0.225,14573.95864,0.407174483,32573.95864,1,0,0,0,0,1,0,0,0,0,61600,47426.04136,0.0575,0.019929504
23,34000,5,2,12000,12.84,1,0.35,0,4,60,0.352941176,3448.457139,0.454366386,15448.45714,0,0,0,1,1,0,0,0,0,0,22100,18551.54288,0.058333333,0.033825596
25,80000,5,0,18000,5.79,0,0.23,0,2,24,0.225,13398.25992,0.392478249,31398.25992,1,0,0,0,1,0,0,0,0,0,61600,48601.74008,0.038333333,0.019929504
26,80000,6,0,2000,6.91,0,0.03,0,3,36,0.025,12151.88102,0.176898513,14151.88102,1,0,0,0,0,0,0,1,0,0,77600,65848.11896,0.004285714,0.002214389
25,80000,9,0,3000,6.17,0,0.04,0,4,24,0.0375,10904.53733,0.173806717,13904.53733,1,0,0,0,0,0,0,1,0,0,76800,66095.46264,0.004,0.003321584
25,80000,5,1,25000,10.36,0,0.31,0,3,36,0.3125,22440.05665,0.593000708,47440.05665,1,0,0,0,0,1,0,0,0,0,55200,32559.94336,0.051666667,0.027679866
25,80000,0,0,10000,5.79,0,0.13,0,4,24,0.125,4967.678946,0.187095987,14967.67895,1,0,0,0,0,0,0,1,0,0,69600,65032.32104,0.13,0.011071947
24,34132,0,1,12000,10.62,1,0.35,0,3,12,0.351576233,7794.632835,0.579943538,19794.63284,0,0,0,1,0,1,0,0,0,0,22185.8,14337.36716,0.35,0.033682273
22,40000,0,0,6000,8,0,0.15,0,3,36,0.15,9846.645772,0.396166144,15846.64577,0,0,1,0,0,1,0,0,0,0,34000,24153.35424,0.15,0.014155404
26,34138,3,1,12000,10.39,1,0.35,0,2,60,0.351514441,8127.898168,0.589603907,20127.89817,0,0,0,1,1,0,0,0,0,0,22189.7,14010.10182,0.0875,0.033675786
22,34500,3,3,12000,14.84,1,0.35,1,2,36,0.347826087,5629.711381,0.511006127,17629.71138,0,0,0,1,0,1,0,0,0,0,22425,16870.28862,0.0875,0.033288795
24,34500,4,1,12000,10.38,1,0.35,0,2,36,0.347826087,2157.216147,0.410354091,14157.21615,0,0,0,1,0,0,0,1,0,0,22425,20342.78386,0.07,0.033288795
23,80000,7,1,25000,9.99,0,0.31,0,3,24,0.3125,16015.66398,0.5126958,41015.66398,0,0,1,0,0,0,0,0,0,1,55200,38984.336,0.03875,0.027679866
25,80000,4,2,15000,12.61,0,0.19,1,4,60,0.1875,20321.34075,0.441516759,35321.34075,1,0,0,0,0,0,0,0,0,1,64800,44678.65928,0.038,0.01660792
24,80000,6,0,16000,7.88,0,0.2,0,2,24,0.2,23714.78198,0.496434775,39714.78198,1,0,0,0,0,0,0,0,1,0,64000,40285.218,0.028571429,0.017715114
22,80000,0,2,2000,14.72,0,0.03,1,3,24,0.025,22209.71092,0.302621387,24209.71092,1,0,0,0,0,0,0,1,0,0,77600,55790.28904,0.03,0.002214389
22,35000,2,1,12000,10.99,1,0.34,0,2,60,0.342857143,10268.25571,0.636235877,22268.25571,0,0,0,1,0,0,0,0,1,0,23100,12731.74431,0.113333333,0.032768118
25,40000,5,2,6000,13.47,0,0.15,1,3,60,0.15,2329.657074,0.208241427,8329.657074,0,0,1,0,0,1,0,0,0,0,34000,31670.34292,0.025,0.014155404
21,40000,1,2,15000,13.16,0,0.38,0,2,24,0.375,8736.560255,0.593414006,23736.56025,0,0,1,0,0,1,0,0,0,0,24800,16263.43976,0.19,0.03538851
23,74000,3,2,10000,13.48,1,0.14,1,3,60,0.135135135,14411.94831,0.329891193,24411.94831,1,0,0,0,0,0,0,0,0,1,63640,49588.05172,0.035,0.012052902
22,35000,6,1,12000,11.71,1,0.34,0,4,60,0.342857143,9623.436991,0.617812485,21623.43699,0,0,0,1,1,0,0,0,0,0,23100,13376.56303,0.048571429,0.032768118
23,35000,3,1,12000,10,1,0.34,0,4,24,0.342857143,2669.674463,0.419133556,14669.67446,0,0,0,1,1,0,0,0,0,0,23100,20330.32554,0.085,0.032768118
24,35000,1,0,12000,6.54,1,0.34,0,2,36,0.342857143,7434.546693,0.555272763,19434.54669,0,0,0,1,0,0,0,0,0,1,23100,15565.4533,0.17,0.032768118
26,35000,0,2,12000,10.91,1,0.34,1,2,60,0.342857143,8266.095,0.579031286,20266.095,0,0,0,1,0,1,0,0,0,0,23100,14733.90499,0.34,0.032768118
23,80000,8,3,8000,15.58,0,0.1,0,4,36,0.1,11547.63821,0.244345478,19547.63821,1,0,0,0,0,1,0,0,0,0,72000,60452.36176,0.011111111,0.008857557
24,80000,8,2,24000,14.35,0,0.3,1,3,24,0.3,17611.64177,0.520145522,41611.64177,1,0,0,0,1,0,0,0,0,0,56000,38388.35824,0.033333333,0.026572672
26,80000,2,0,4900,6.76,0,0.06,0,3,60,0.06125,4396.791685,0.116209896,9296.791685,1,0,0,0,0,0,0,0,0,1,75200,70703.20832,0.02,0.005425254
25,29004,5,2,12000,12.84,1,0.41,1,4,24,0.413736036,8232.93951,0.69759135,20232.93951,0,0,0,1,0,0,0,0,1,0,17112.36,8771.060485,0.068333333,0.040265405
24,35400,8,0,12000,7.29,1,0.34,0,4,24,0.338983051,5950.087053,0.507064606,17950.08705,0,0,0,1,0,0,0,0,0,1,23364,17449.91295,0.037777778,0.03236271
25,80000,3,2,10000,14.72,0,0.13,1,3,12,0.125,15257.41603,0.3157177,25257.41603,0,0,1,0,0,1,0,0,0,0,69600,54742.584,0.0325,0.011071947
24,40000,7,2,2000,12.53,0,0.05,0,4,24,0.05,9163.992509,0.279099813,11163.99251,0,0,1,0,0,1,0,0,0,0,38000,28836.00748,0.00625,0.004718468
25,36000,0,1,12000,9.91,1,0.33,0,3,12,0.333333333,8022.824369,0.556189566,20022.82437,0,0,0,1,0,0,0,1,0,0,24120,15977.17562,0.33,0.031772351
26,30000,4,1,12000,11.11,1,0.4,0,3,24,0.4,7736.862705,0.657895424,19736.86271,0,0,0,1,1,0,0,0,0,0,18000,10263.13728,0.08,0.0388011
23,80000,7,0,4000,7.51,0,0.05,0,3,24,0.05,10033.88626,0.175423578,14033.88626,1,0,0,0,0,0,0,0,1,0,76000,65966.11376,0.00625,0.004428779
24,80000,0,0,18000,7.51,0,0.23,0,3,24,0.225,19088.81512,0.463610189,37088.81512,1,0,0,0,0,1,0,0,0,0,61600,42911.18488,0.23,0.019929504
23,40000,0,0,6400,8.32,0,0.16,0,3,12,0.16,7619.764406,0.35049411,14019.76441,0,0,1,0,0,0,0,0,0,1,33600,25980.2356,0.16,0.015099098
24,36000,7,1,12000,8.88,1,0.33,0,4,24,0.333333333,5008.641311,0.472462259,17008.64131,0,0,0,1,0,0,0,1,0,0,24120,18991.35868,0.04125,0.031772351
26,80000,5,0,7000,7.51,0,0.09,0,2,24,0.0875,6345.546571,0.166819332,13345.54657,1,0,0,0,1,0,0,0,0,0,72800,66654.45344,0.015,0.007750363
25,36000,4,0,12000,5.79,1,0.33,0,3,24,0.333333333,2881.891681,0.41338588,14881.89168,0,0,0,1,0,1,0,0,0,0,24120,21118.10832,0.066,0.031772351
22,36000,6,1,12000,11.49,1,0.33,0,2,60,0.333333333,7242.446448,0.534512401,19242.44645,0,0,0,1,0,0,0,0,0,1,24120,16757.55356,0.047142857,0.031772351
23,80000,1,2,11000,12.73,0,0.14,0,3,60,0.1375,15965.30637,0.33706633,26965.30637,1,0,0,0,0,0,0,0,1,0,68800,53034.6936,0.07,0.012179141
23,80000,4,1,25000,10.25,0,0.31,0,4,36,0.3125,20747.92041,0.571849005,45747.92041,1,0,0,0,0,1,0,0,0,0,55200,34252.0796,0.062,0.027679866
25,62900,9,3,8825,15.7,1,0.12,1,3,36,0.140302067,17096.65133,0.412108924,25921.65133,1,0,0,0,0,0,0,1,0,0,55352,36978.34868,0.012,0.012697804
21,36780,2,1,12000,11.49,1,0.33,0,4,24,0.326264274,8878.422185,0.567656938,20878.42218,0,0,0,1,1,0,0,0,0,0,24642.6,15901.57782,0.11,0.031035142
25,31008,2,2,12000,13.79,1,0.39,0,4,24,0.386996904,4496.8719,0.532019863,16496.8719,0,0,0,1,1,0,0,0,0,0,18914.88,14511.12809,0.13,0.03741981
24,80000,8,1,18000,10.62,0,0.23,0,2,36,0.225,15031.00368,0.412887546,33031.00368,1,0,0,0,0,1,0,0,0,0,61600,46968.99632,0.025555556,0.019929504
23,80000,1,2,12000,13.48,0,0.15,1,4,36,0.15,19721.12164,0.396514021,31721.12164,1,0,0,0,0,1,0,0,0,0,68000,48278.87832,0.075,0.013286336
24,80000,8,2,12000,13.48,0,0.15,1,4,36,0.15,17224.47193,0.365305899,29224.47193,1,0,0,0,0,0,0,0,1,0,68000,50775.52808,0.016666667,0.013286336
22,80000,6,0,10000,7.14,0,0.13,0,4,12,0.125,23583.14216,0.419789277,33583.14216,1,0,0,0,1,0,0,0,0,0,69600,46416.85784,0.018571429,0.011071947
23,80000,1,1,15000,9.88,0,0.19,0,4,60,0.1875,9204.931161,0.30256164,24204.93116,1,0,0,0,0,1,0,0,0,0,64800,55795.0688,0.095,0.01660792
26,80000,10,3,15000,16.07,0,0.19,0,2,12,0.1875,5520.737123,0.256509214,20520.73712,1,0,0,0,0,1,0,0,0,0,64800,59479.26288,0.017272727,0.01660792
26,80000,10,1,25000,10.99,0,0.31,0,3,24,0.3125,9993.804783,0.43742256,34993.80478,1,0,0,0,0,0,0,0,0,1,55200,45006.1952,0.028181818,0.027679866
25,80000,9,0,12000,7.88,0,0.15,0,3,24,0.15,19611.7528,0.39514691,31611.7528,1,0,0,0,0,0,0,0,0,1,68000,48388.2472,0.015,0.013286336
26,62900,4,4,24250,16.82,1,0.33,1,2,60,0.385532591,13770.03621,0.604452086,38020.03621,0,0,1,0,0,0,0,1,0,0,42143,24879.96379,0.066,0.034891983
22,31200,7,1,12000,10.99,1,0.38,0,2,60,0.384615385,7726.049482,0.632245176,19726.04948,0,0,0,1,0,1,0,0,0,0,19344,11473.95051,0.0475,0.037167351
22,80000,5,1,5000,11.36,0,0.06,0,3,24,0.0625,21202.12521,0.327526565,26202.12521,1,0,0,0,0,0,0,0,0,1,75200,53797.8748,0.01,0.005535973
25,80000,5,0,8500,7.51,0,0.11,0,2,36,0.10625,11682.0424,0.25227553,20182.0424,1,0,0,0,1,0,0,0,0,0,71200,59817.9576,0.018333333,0.009411155
23,80000,3,3,25000,15.31,0,0.31,1,4,36,0.3125,10927.92294,0.449099037,35927.92294,1,0,0,0,0,1,0,0,0,0,55200,44072.07704,0.0775,0.027679866
24,80000,0,2,25000,13.48,0,0.31,1,2,36,0.3125,4763.571236,0.37204464,29763.57124,1,0,0,0,0,0,0,1,0,0,55200,50236.4288,0.31,0.027679866
22,37392,1,1,12000,10.62,1,0.32,0,2,36,0.320924262,2779.485652,0.39525796,14779.48565,0,0,0,1,0,1,0,0,0,0,25426.56,22612.51436,0.16,0.030479341
26,80000,10,1,25000,10.62,0,0.31,0,4,24,0.3125,8233.084769,0.41541356,33233.08477,1,0,0,0,0,0,0,0,1,0,55200,46766.9152,0.028181818,0.027679866
22,80000,6,0,5000,7.14,0,0.06,0,2,60,0.0625,18323.33411,0.291541676,23323.33411,1,0,0,0,0,0,0,0,1,0,75200,56676.66592,0.008571429,0.005535973
